step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,42.00,47,-1,47.00,0.2161,0.1373,1.5844,1.4855,0
1,58.00,46,-1,46.00,0.2190,0.1303,1.5844,1.4855,39
2,50.00,45,-1,45.00,0.2068,0.1311,1.5844,1.4855,39
3,44.00,44,-1,44.00,0.1986,0.1323,1.5844,1.5710,37
4,42.00,43,-1,43.00,0.1811,0.1329,1.5844,1.5710,35
5,40.00,42,-1,42.00,0.1657,0.1333,1.5844,1.5710,29
6,52.00,41,-1,41.00,0.1584,0.1308,1.5844,1.5710,27
7,54.00,40,-1,40.00,0.1436,0.1275,1.5844,1.5710,27
8,40.00,39,-1,39.00,0.1338,0.1278,1.5844,1.4855,24
9,54.00,38,-1,38.00,0.1214,0.1274,1.5844,1.4855,23
10,52.00,37,-1,37.00,0.1110,0.1221,1.5844,1.2955,21
11,60.00,36,-1,36.00,0.1065,0.1157,1.5844,1.2955,19
12,54.00,35,-1,35.00,0.0983,0.1132,1.5844,1.2955,18
13,58.00,34,-1,34.00,0.0865,0.1078,1.5844,1.2955,17
14,64.00,33,-1,33.00,0.0772,0.0989,1.5844,1.2955,14
15,52.00,32,-1,32.00,0.0690,0.0942,1.5844,1.2955,13
16,62.00,31,-1,31.00,0.0624,0.0889,1.5844,1.2955,13
17,66.00,30,-1,30.00,0.0514,0.0824,1.5844,1.2955,11
18,74.00,29,-1,29.00,0.0497,0.0807,1.5844,1.2955,9
19,72.00,28,-1,28.00,0.0425,0.0735,1.5844,1.2955,9
20,70.00,27,-1,27.00,0.0402,0.0643,1.5844,1.4855,9
21,70.00,26,-1,26.00,0.0351,0.0626,1.5844,1.4855,9
22,72.00,25,-1,25.00,0.0295,0.0572,1.5844,1.4855,6
23,68.00,24,-1,24.00,0.0289,0.0516,1.5844,1.4855,5
24,66.00,23,-1,23.00,0.0227,0.0469,1.5844,1.4855,4
25,70.00,22,-1,22.00,0.0221,0.0447,1.5844,1.4855,3
26,68.00,21,-1,21.00,0.0221,0.0447,1.5844,1.4855,2
27,68.00,20,-1,20.00,0.0204,0.0423,1.5844,1.4855,2
28,70.00,19,-1,19.00,0.0198,0.0391,1.5844,1.4855,2
29,66.00,18,-1,18.00,0.0198,0.0383,1.5844,1.4855,2
30,64.00,17,-1,17.00,0.0198,0.0383,1.5844,1.4855,2
31,72.00,16,-1,16.00,0.0193,0.0377,1.5844,1.4855,2
32,72.00,15,-1,15.00,0.0147,0.0317,1.5844,1.4855,2
33,66.00,14,-1,14.00,0.0147,0.0317,1.5844,1.4855,1
34,66.00,13,-1,13.00,0.0147,0.0317,1.5844,1.4855,1
35,68.00,12,-1,12.00,0.0102,0.0248,1.5844,1.4855,1
36,68.00,12,-1,12.00,0.0102,0.0248,1.5844,1.4855,0
