step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,44,-1,44.00,0.1340,0.1194,0.0000,0.0000,0
1,100.00,43,-1,43.00,0.1340,0.1194,0.0000,0.0000,44
2,100.00,42,-1,42.00,0.1199,0.1175,0.0000,0.0000,42
3,100.00,41,-1,41.00,0.1129,0.1080,0.0000,0.0000,35
4,100.00,40,-1,40.00,0.1022,0.1021,0.0000,0.0000,34
5,100.00,39,-1,39.00,0.0898,0.0999,0.0000,0.0000,34
6,100.00,38,-1,38.00,0.0775,0.0918,0.0000,0.0000,28
7,100.00,37,-1,37.00,0.0775,0.0862,0.0000,0.0000,25
8,100.00,36,-1,36.00,0.0758,0.0872,0.0000,0.0000,25
9,100.00,35,-1,35.00,0.0703,0.0821,0.0000,0.0000,25
10,100.00,34,-1,34.00,0.0649,0.0744,0.0000,0.0000,25
11,100.00,33,-1,33.00,0.0577,0.0698,0.0000,0.0000,25
12,100.00,32,-1,32.00,0.0560,0.0673,0.0000,0.0000,25
13,100.00,31,-1,31.00,0.0483,0.0650,0.0000,0.0000,25
14,100.00,30,-1,30.00,0.0429,0.0614,0.0000,0.0000,20
15,100.00,29,-1,29.00,0.0412,0.0620,0.0000,0.0000,19
16,100.00,28,-1,28.00,0.0352,0.0566,0.0000,0.0000,18
17,100.00,27,-1,27.00,0.0292,0.0475,0.0000,0.0000,17
18,100.00,26,-1,26.00,0.0292,0.0475,0.0000,0.0000,15
19,100.00,25,-1,25.00,0.0229,0.0446,0.0000,0.0000,15
20,100.00,24,-1,24.00,0.0212,0.0419,0.0000,0.0000,13
21,100.00,23,-1,23.00,0.0195,0.0416,0.0000,0.0000,13
22,100.00,22,-1,22.00,0.0195,0.0413,0.0000,0.0000,12
23,100.00,21,-1,21.00,0.0195,0.0413,0.0000,0.0000,12
24,100.00,20,-1,20.00,0.0195,0.0413,0.0000,0.0000,12
25,100.00,19,-1,19.00,0.0195,0.0413,0.0000,0.0000,12
26,100.00,18,-1,18.00,0.0195,0.0413,0.0000,0.0000,12
27,100.00,17,-1,17.00,0.0190,0.0415,0.0000,0.0000,12
28,100.00,16,-1,16.00,0.0184,0.0409,0.0000,0.0000,10
29,100.00,15,-1,15.00,0.0184,0.0409,0.0000,0.0000,8
30,100.00,14,-1,14.00,0.0178,0.0410,0.0000,0.0000,8
31,100.00,13,-1,13.00,0.0178,0.0410,0.0000,0.0000,7
32,100.00,12,-1,12.00,0.0178,0.0410,0.0000,0.0000,7
33,100.00,11,-1,11.00,0.0178,0.0410,0.0000,0.0000,7
34,100.00,10,-1,10.00,0.0133,0.0363,0.0000,0.0000,7
35,100.00,9,-1,9.00,0.0087,0.0302,0.0000,0.0000,5
36,100.00,9,-1,9.00,0.0087,0.0302,0.0000,0.0000,0
