step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,36,-1,36.00,0.1564,0.1518,1.5844,0.0000,0
1,98.00,35,-1,35.00,0.1573,0.1565,1.5844,0.0000,43
2,100.00,34,-1,34.00,0.1532,0.1556,1.5844,0.0000,39
3,98.00,33,-1,33.00,0.1476,0.1552,1.5844,0.0000,39
4,94.00,32,-1,32.00,0.1464,0.1522,1.5844,0.0000,33
5,96.00,31,-1,31.00,0.1396,0.1497,1.5844,0.0000,33
6,90.00,30,-1,30.00,0.1396,0.1436,1.5844,0.0000,31
7,96.00,29,-1,29.00,0.1384,0.1446,1.5844,0.0000,31
8,94.00,28,-1,28.00,0.1373,0.1442,1.5844,0.4690,30
9,96.00,27,-1,27.00,0.1225,0.1383,1.5844,0.7219,30
10,90.00,26,-1,26.00,0.1225,0.1373,1.5844,0.8813,27
11,90.00,25,-1,25.00,0.1186,0.1354,1.5844,0.9710,27
12,86.00,24,-1,24.00,0.1159,0.1339,1.5844,1.0000,27
13,88.00,23,-1,23.00,0.1132,0.1287,1.5844,0.9710,27
14,86.00,22,-1,22.00,0.1104,0.1264,1.5844,0.8813,27
15,88.00,21,-1,21.00,0.0941,0.1186,1.5844,0.7219,27
16,90.00,20,-1,20.00,0.0882,0.1145,1.5844,0.7219,19
17,92.00,19,-1,19.00,0.0787,0.1096,1.5844,0.7219,18
18,96.00,18,-1,18.00,0.0696,0.0971,1.5844,0.7219,14
19,100.00,17,-1,17.00,0.0560,0.0850,1.5844,0.7219,12
20,96.00,16,-1,16.00,0.0492,0.0757,1.5844,0.7219,11
21,96.00,15,-1,15.00,0.0433,0.0722,1.5844,0.7219,10
22,98.00,14,-1,14.00,0.0379,0.0615,1.5844,0.7219,9
23,94.00,13,-1,13.00,0.0336,0.0567,1.5844,0.7219,9
24,88.00,12,-1,12.00,0.0256,0.0489,1.5844,0.7219,7
25,92.00,12,-1,12.00,0.0219,0.0454,1.5844,0.7219,6
26,92.00,12,-1,12.00,0.0179,0.0419,1.5844,0.7219,5
27,94.00,12,-1,12.00,0.0159,0.0379,1.5844,0.7219,3
28,94.00,12,-1,12.00,0.0125,0.0284,1.5844,0.7219,3
29,94.00,12,-1,12.00,0.0125,0.0258,1.5844,0.7219,3
30,94.00,12,-1,12.00,0.0108,0.0247,1.5844,0.7219,3
31,94.00,12,-1,12.00,0.0108,0.0247,1.5844,0.7219,2
32,94.00,12,-1,12.00,0.0102,0.0248,1.5844,0.7219,2
33,94.00,12,-1,12.00,0.0102,0.0248,1.5844,0.7219,0
