step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,58.00,-1,-1,-1.00,0.1470,0.1091,1.5844,1.3610,0
1,66.00,-1,-1,-1.00,0.1400,0.1077,1.5844,1.5219,41
2,60.00,-1,-1,-1.00,0.1275,0.1075,1.5844,1.5219,36
3,62.00,-1,-1,-1.00,0.1139,0.1039,1.5844,1.5219,33
4,60.00,-1,-1,-1.00,0.1047,0.1035,1.5844,1.3610,31
5,62.00,-1,-1,-1.00,0.1035,0.0977,1.5844,1.3610,29
6,60.00,-1,-1,-1.00,0.0979,0.0989,1.5844,1.3610,28
7,66.00,-1,-1,-1.00,0.0968,0.0981,1.5844,1.3610,24
8,68.00,-1,-1,-1.00,0.0929,0.0996,1.5844,1.3610,22
9,56.00,-1,-1,-1.00,0.0856,0.1009,1.5844,1.3610,20
10,58.00,-1,-1,-1.00,0.0829,0.0980,1.5844,1.5219,18
11,54.00,-1,-1,-1.00,0.0788,0.0975,1.5844,1.5219,17
12,54.00,-1,-1,-1.00,0.0747,0.0958,1.5844,1.5219,16
13,54.00,-1,-1,-1.00,0.0700,0.0932,1.5844,1.5219,16
14,72.00,-1,-1,-1.00,0.0686,0.0896,1.5844,1.5219,16
15,58.00,-1,-1,-1.00,0.0591,0.0876,1.5844,1.3610,15
16,50.00,-1,-1,-1.00,0.0577,0.0820,1.5844,1.2955,12
17,58.00,-1,-1,-1.00,0.0523,0.0811,1.5844,1.2955,12
18,46.00,-1,-1,-1.00,0.0509,0.0773,1.5844,1.2955,10
19,48.00,-1,-1,-1.00,0.0475,0.0760,1.5844,1.2955,10
20,48.00,-1,-1,-1.00,0.0427,0.0749,1.5844,1.2955,9
21,60.00,-1,-1,-1.00,0.0427,0.0737,1.5844,1.4855,7
22,58.00,-1,-1,-1.00,0.0329,0.0683,1.5844,1.4855,7
23,56.00,-1,-1,-1.00,0.0329,0.0616,1.5844,1.4855,6
24,60.00,-1,-1,-1.00,0.0276,0.0579,1.5844,1.4855,6
25,58.00,-1,-1,-1.00,0.0259,0.0543,1.5844,1.4855,5
26,58.00,-1,-1,-1.00,0.0259,0.0543,1.5844,1.4855,4
27,58.00,-1,-1,-1.00,0.0245,0.0523,1.5844,1.4855,4
28,56.00,-1,-1,-1.00,0.0224,0.0472,1.5844,1.4855,4
29,62.00,-1,-1,-1.00,0.0224,0.0445,1.5844,1.4855,4
30,56.00,-1,-1,-1.00,0.0190,0.0411,1.5844,1.4855,4
31,54.00,-1,-1,-1.00,0.0153,0.0350,1.5844,1.4855,4
32,54.00,-1,-1,-1.00,0.0153,0.0308,1.5844,1.4855,4
33,46.00,-1,-1,-1.00,0.0119,0.0248,1.5844,1.4855,4
34,58.00,-1,-1,-1.00,0.0113,0.0219,1.5844,1.4855,4
35,58.00,-1,-1,-1.00,0.0113,0.0219,1.5844,1.4855,2
36,52.00,-1,-1,-1.00,0.0113,0.0219,1.5844,1.3610,2
37,58.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.3610,2
38,58.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.3610,1
39,54.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.3610,1
40,58.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.3610,1
41,58.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.3610,0
