step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,42,-1,42.00,0.1408,0.1344,0.0000,0.0000,0
1,100.00,41,-1,41.00,0.1332,0.1364,0.0000,0.0000,35
2,100.00,40,-1,40.00,0.1332,0.1364,0.0000,0.0000,33
3,100.00,39,-1,39.00,0.1280,0.1332,0.0000,0.0000,33
4,100.00,38,-1,38.00,0.1173,0.1282,0.0000,0.0000,33
5,100.00,37,-1,37.00,0.1066,0.1245,0.0000,0.0000,31
6,100.00,36,-1,36.00,0.0989,0.1215,0.0000,0.0000,28
7,100.00,35,-1,35.00,0.0972,0.1205,0.0000,0.0000,27
8,100.00,34,-1,34.00,0.0820,0.1169,0.0000,0.0000,25
9,100.00,33,-1,33.00,0.0762,0.1094,0.0000,0.0000,17
10,100.00,32,-1,32.00,0.0664,0.1027,0.0000,0.0000,17
11,100.00,31,-1,31.00,0.0540,0.0892,0.0000,0.0000,15
12,100.00,30,-1,30.00,0.0540,0.0783,0.0000,0.0000,13
13,100.00,29,-1,29.00,0.0423,0.0710,0.0000,0.0000,13
14,100.00,28,-1,28.00,0.0361,0.0636,0.0000,0.0000,9
15,100.00,27,-1,27.00,0.0306,0.0607,0.0000,0.0000,7
16,100.00,26,-1,26.00,0.0246,0.0546,0.0000,0.0000,6
17,100.00,25,-1,25.00,0.0229,0.0505,0.0000,0.0000,4
18,100.00,24,-1,24.00,0.0229,0.0484,0.0000,0.0000,4
19,100.00,23,-1,23.00,0.0212,0.0462,0.0000,0.0000,4
20,100.00,22,-1,22.00,0.0212,0.0438,0.0000,0.0000,4
21,100.00,21,-1,21.00,0.0212,0.0438,0.0000,0.0000,4
22,100.00,20,-1,20.00,0.0212,0.0438,0.0000,0.0000,4
23,100.00,19,-1,19.00,0.0195,0.0435,0.0000,0.0000,4
24,100.00,18,-1,18.00,0.0195,0.0435,0.0000,0.0000,3
25,100.00,17,-1,17.00,0.0195,0.0435,0.0000,0.0000,3
26,100.00,16,-1,16.00,0.0195,0.0435,0.0000,0.0000,3
27,100.00,15,-1,15.00,0.0195,0.0435,0.0000,0.0000,3
28,100.00,14,-1,14.00,0.0190,0.0430,0.0000,0.0000,3
29,100.00,13,-1,13.00,0.0190,0.0422,0.0000,0.0000,3
30,100.00,12,-1,12.00,0.0184,0.0416,0.0000,0.0000,3
31,100.00,11,-1,11.00,0.0184,0.0409,0.0000,0.0000,3
32,100.00,10,-1,10.00,0.0184,0.0409,0.0000,0.0000,3
33,100.00,9,-1,9.00,0.0184,0.0409,0.0000,0.0000,3
34,100.00,8,-1,8.00,0.0178,0.0410,0.0000,0.0000,3
35,100.00,7,-1,7.00,0.0133,0.0363,0.0000,0.0000,2
36,100.00,6,-1,6.00,0.0133,0.0363,0.0000,0.0000,1
37,100.00,5,-1,5.00,0.0087,0.0302,0.0000,0.0000,1
38,100.00,5,-1,5.00,0.0087,0.0302,0.0000,0.0000,0
