step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.2042,0.1347,1.5844,1.5710,0
1,20.00,41,-1,41.00,0.2049,0.1346,1.5844,1.5710,42
2,24.00,40,-1,40.00,0.1981,0.1365,1.5844,1.5219,38
3,32.00,39,-1,39.00,0.1940,0.1339,1.5844,1.5710,35
4,24.00,38,-1,38.00,0.1855,0.1296,1.5844,1.5710,34
5,20.00,37,-1,37.00,0.1770,0.1280,1.5844,1.5710,33
6,36.00,36,-1,36.00,0.1668,0.1275,1.5844,1.5710,32
7,32.00,35,-1,35.00,0.1532,0.1249,1.5844,1.5219,28
8,36.00,34,-1,34.00,0.1415,0.1191,1.5844,1.5219,26
9,42.00,33,-1,33.00,0.1308,0.1193,1.5844,1.5219,23
10,44.00,32,-1,32.00,0.1262,0.1191,1.5844,1.3610,22
11,46.00,31,-1,31.00,0.1184,0.1172,1.5844,1.3610,20
12,60.00,30,-1,30.00,0.1086,0.1109,1.5844,1.3610,20
13,42.00,29,-1,29.00,0.1033,0.1088,1.5844,1.3610,18
14,60.00,28,-1,28.00,0.0977,0.1097,1.5844,1.3610,17
15,44.00,27,-1,27.00,0.0937,0.1077,1.5844,1.3610,15
16,30.00,26,-1,26.00,0.0858,0.1017,1.5844,1.3610,15
17,40.00,25,-1,25.00,0.0790,0.0946,1.5844,1.3610,14
18,34.00,24,-1,24.00,0.0689,0.0881,1.5844,1.5219,14
19,38.00,23,-1,23.00,0.0642,0.0801,1.5844,1.5219,12
20,26.00,22,-1,22.00,0.0615,0.0772,1.5844,1.5219,11
21,36.00,21,-1,21.00,0.0584,0.0757,1.5844,1.5219,10
22,38.00,20,-1,20.00,0.0533,0.0716,1.5844,1.5219,10
23,44.00,19,-1,19.00,0.0507,0.0670,1.5844,1.5219,10
24,40.00,18,-1,18.00,0.0456,0.0646,1.5844,1.5219,10
25,34.00,17,-1,17.00,0.0363,0.0630,1.5844,1.5219,9
26,32.00,16,-1,16.00,0.0295,0.0596,1.5844,1.5219,7
27,38.00,15,-1,15.00,0.0274,0.0534,1.5844,1.5219,5
28,36.00,14,-1,14.00,0.0261,0.0510,1.5844,1.5219,5
29,40.00,13,-1,13.00,0.0261,0.0510,1.5844,1.5219,4
30,32.00,12,-1,12.00,0.0227,0.0437,1.5844,1.5219,4
31,36.00,11,-1,11.00,0.0193,0.0398,1.5844,1.5219,3
32,30.00,10,-1,10.00,0.0193,0.0373,1.5844,1.5219,3
33,30.00,9,-1,9.00,0.0193,0.0373,1.5844,1.5710,3
34,26.00,8,-1,8.00,0.0193,0.0373,1.5844,1.4855,3
35,30.00,7,-1,7.00,0.0193,0.0373,1.5844,1.4855,3
36,32.00,6,-1,6.00,0.0176,0.0343,1.5844,1.4855,3
37,36.00,5,-1,5.00,0.0176,0.0343,1.5844,1.4855,2
38,34.00,4,-1,4.00,0.0153,0.0329,1.5844,1.4855,2
39,38.00,3,-1,3.00,0.0108,0.0247,1.5844,1.4855,2
40,38.00,3,-1,3.00,0.0108,0.0247,1.5844,1.4855,1
41,40.00,3,-1,3.00,0.0102,0.0248,1.5844,1.4855,1
42,40.00,3,-1,3.00,0.0102,0.0248,1.5844,1.4855,0
