step_number,aggregation_pct,sortedness_pct,monotonicity_pct,swap_count,array_size,algotype_mix,frozen_count,seed
50,100.0000,10.0000,78.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,42
51,100.0000,12.0000,78.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,42
52,100.0000,16.0000,78.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,42
53,100.0000,18.0000,80.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,42
54,100.0000,22.0000,84.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,42
55,100.0000,26.0000,84.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,42
56,100.0000,34.0000,84.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,42
57,100.0000,36.0000,86.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,42
58,100.0000,40.0000,86.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,42
59,100.0000,46.0000,86.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,42
60,100.0000,56.0000,90.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,42
61,100.0000,58.0000,90.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,42
62,100.0000,66.0000,92.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,42
63,100.0000,72.0000,92.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,42
64,100.0000,76.0000,92.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,42
65,100.0000,86.0000,96.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,42
66,100.0000,88.0000,96.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,42
67,100.0000,92.0000,96.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,42
68,100.0000,100.0000,100.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,42
69,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,42
70,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,42
71,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,42
0,100.0000,2.0000,54.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,123
1,100.0000,6.0000,64.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
2,100.0000,4.0000,60.0000,15,50,33/33/33_Bubble/Selection/Insertion,3,123
3,100.0000,0.0000,66.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
4,100.0000,0.0000,62.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
5,100.0000,0.0000,58.0000,16,50,33/33/33_Bubble/Selection/Insertion,3,123
6,100.0000,2.0000,62.0000,18,50,33/33/33_Bubble/Selection/Insertion,3,123
7,100.0000,6.0000,64.0000,14,50,33/33/33_Bubble/Selection/Insertion,3,123
8,100.0000,6.0000,66.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
9,100.0000,2.0000,62.0000,16,50,33/33/33_Bubble/Selection/Insertion,3,123
10,100.0000,2.0000,66.0000,14,50,33/33/33_Bubble/Selection/Insertion,3,123
11,100.0000,2.0000,66.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,123
12,100.0000,2.0000,70.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
13,100.0000,2.0000,64.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,123
14,100.0000,2.0000,64.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,123
15,100.0000,4.0000,64.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
16,100.0000,4.0000,60.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
17,100.0000,4.0000,68.0000,16,50,33/33/33_Bubble/Selection/Insertion,3,123
18,100.0000,6.0000,68.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,123
19,100.0000,6.0000,66.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,123
20,100.0000,6.0000,64.0000,14,50,33/33/33_Bubble/Selection/Insertion,3,123
21,100.0000,4.0000,66.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
22,100.0000,4.0000,70.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
23,100.0000,2.0000,66.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
24,100.0000,2.0000,72.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
25,100.0000,6.0000,72.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,123
26,100.0000,4.0000,76.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,123
27,100.0000,4.0000,74.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
28,100.0000,4.0000,78.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,123
29,100.0000,4.0000,80.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,123
30,100.0000,6.0000,80.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,123
31,100.0000,6.0000,78.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,123
32,100.0000,4.0000,76.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,123
33,100.0000,6.0000,78.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,123
34,100.0000,6.0000,76.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,123
35,100.0000,6.0000,74.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,123
36,100.0000,8.0000,76.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,123
37,100.0000,8.0000,74.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,123
38,100.0000,12.0000,78.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,123
39,100.0000,14.0000,80.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,123
40,100.0000,16.0000,86.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,123
41,100.0000,16.0000,78.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,123
42,100.0000,16.0000,78.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,123
43,100.0000,16.0000,78.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,123
44,100.0000,22.0000,84.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,123
45,100.0000,24.0000,82.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,123
46,100.0000,26.0000,80.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,123
47,100.0000,36.0000,84.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,123
48,100.0000,40.0000,84.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,123
49,100.0000,46.0000,84.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,123
50,100.0000,60.0000,88.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,123
51,100.0000,60.0000,90.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,123
52,100.0000,64.0000,90.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,123
53,100.0000,68.0000,92.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,123
54,100.0000,72.0000,92.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,123
55,100.0000,74.0000,92.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,123
56,100.0000,74.0000,92.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,123
57,100.0000,76.0000,94.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,123
58,100.0000,76.0000,92.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,123
59,100.0000,78.0000,92.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,123
60,100.0000,82.0000,92.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,123
61,100.0000,84.0000,94.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,123
62,100.0000,94.0000,98.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,123
63,100.0000,94.0000,98.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,123
64,100.0000,94.0000,98.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,123
65,100.0000,96.0000,98.0000,1,50,33/33/33_Bubble/Selection/Insertion,3,123
66,100.0000,100.0000,100.0000,1,50,33/33/33_Bubble/Selection/Insertion,3,123
67,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,123
68,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,123
69,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,123
0,100.0000,6.0000,46.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,789
1,100.0000,2.0000,66.0000,20,50,33/33/33_Bubble/Selection/Insertion,3,789
2,100.0000,0.0000,54.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
3,100.0000,2.0000,60.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,789
4,100.0000,2.0000,62.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
5,100.0000,8.0000,66.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
6,100.0000,6.0000,62.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,789
7,100.0000,4.0000,66.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
8,100.0000,4.0000,62.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,789
9,100.0000,2.0000,66.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
10,100.0000,2.0000,62.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
11,100.0000,2.0000,64.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
12,100.0000,4.0000,64.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,789
13,100.0000,2.0000,68.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,789
14,100.0000,4.0000,64.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,789
15,100.0000,0.0000,58.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,789
16,100.0000,6.0000,60.0000,15,50,33/33/33_Bubble/Selection/Insertion,3,789
17,100.0000,2.0000,68.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
18,100.0000,6.0000,68.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
19,100.0000,2.0000,62.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
20,100.0000,0.0000,56.0000,16,50,33/33/33_Bubble/Selection/Insertion,3,789
21,100.0000,0.0000,66.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
22,100.0000,0.0000,70.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
23,100.0000,0.0000,64.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
24,100.0000,4.0000,70.0000,14,50,33/33/33_Bubble/Selection/Insertion,3,789
25,100.0000,2.0000,70.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,789
26,100.0000,0.0000,74.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,789
27,100.0000,0.0000,72.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
28,100.0000,4.0000,78.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
29,100.0000,8.0000,74.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
30,100.0000,6.0000,78.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,789
31,100.0000,6.0000,76.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,789
32,100.0000,6.0000,74.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,789
33,100.0000,8.0000,76.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,789
34,100.0000,8.0000,74.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,789
35,100.0000,8.0000,74.0000,11,50,33/33/33_Bubble/Selection/Insertion,3,789
36,100.0000,10.0000,70.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
37,100.0000,8.0000,66.0000,12,50,33/33/33_Bubble/Selection/Insertion,3,789
38,100.0000,6.0000,70.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
39,100.0000,6.0000,74.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
40,100.0000,6.0000,68.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
41,100.0000,6.0000,78.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
42,100.0000,8.0000,74.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
43,100.0000,8.0000,74.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
44,100.0000,10.0000,72.0000,10,50,33/33/33_Bubble/Selection/Insertion,3,789
45,100.0000,10.0000,72.0000,13,50,33/33/33_Bubble/Selection/Insertion,3,789
46,100.0000,14.0000,76.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
47,100.0000,18.0000,74.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,789
48,100.0000,22.0000,76.0000,9,50,33/33/33_Bubble/Selection/Insertion,3,789
49,100.0000,28.0000,76.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,789
50,100.0000,38.0000,82.0000,8,50,33/33/33_Bubble/Selection/Insertion,3,789
51,100.0000,42.0000,88.0000,7,50,33/33/33_Bubble/Selection/Insertion,3,789
52,100.0000,46.0000,86.0000,5,50,33/33/33_Bubble/Selection/Insertion,3,789
53,100.0000,52.0000,86.0000,6,50,33/33/33_Bubble/Selection/Insertion,3,789
54,100.0000,58.0000,92.0000,4,50,33/33/33_Bubble/Selection/Insertion,3,789
55,100.0000,62.0000,90.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,789
56,100.0000,66.0000,92.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,789
57,100.0000,70.0000,92.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,789
58,100.0000,76.0000,94.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,789
59,100.0000,84.0000,96.0000,3,50,33/33/33_Bubble/Selection/Insertion,3,789
60,100.0000,86.0000,96.0000,1,50,33/33/33_Bubble/Selection/Insertion,3,789
61,100.0000,88.0000,96.0000,1,50,33/33/33_Bubble/Selection/Insertion,3,789
62,100.0000,92.0000,96.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,789
63,100.0000,100.0000,100.0000,2,50,33/33/33_Bubble/Selection/Insertion,3,789
64,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,789
65,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,789
66,100.0000,100.0000,100.0000,0,50,33/33/33_Bubble/Selection/Insertion,3,789
0,100.0000,1.0000,47.0000,0,100,100%_Bubble,0,42
1,100.0000,0.0000,59.0000,33,100,100%_Bubble,0,42
2,100.0000,0.0000,55.0000,27,100,100%_Bubble,0,42
3,100.0000,1.0000,56.0000,34,100,100%_Bubble,0,42
4,100.0000,0.0000,60.0000,34,100,100%_Bubble,0,42
5,100.0000,0.0000,57.0000,34,100,100%_Bubble,0,42
6,100.0000,1.0000,56.0000,30,100,100%_Bubble,0,42
7,100.0000,1.0000,58.0000,31,100,100%_Bubble,0,42
8,100.0000,1.0000,58.0000,25,100,100%_Bubble,0,42
9,100.0000,0.0000,61.0000,30,100,100%_Bubble,0,42
10,100.0000,1.0000,56.0000,29,100,100%_Bubble,0,42
11,100.0000,1.0000,55.0000,31,100,100%_Bubble,0,42
12,100.0000,2.0000,59.0000,34,100,100%_Bubble,0,42
13,100.0000,2.0000,56.0000,30,100,100%_Bubble,0,42
14,100.0000,2.0000,60.0000,28,100,100%_Bubble,0,42
15,100.0000,1.0000,56.0000,26,100,100%_Bubble,0,42
16,100.0000,1.0000,63.0000,24,100,100%_Bubble,0,42
17,100.0000,0.0000,64.0000,22,100,100%_Bubble,0,42
18,100.0000,3.0000,59.0000,24,100,100%_Bubble,0,42
19,100.0000,2.0000,64.0000,27,100,100%_Bubble,0,42
20,100.0000,1.0000,61.0000,26,100,100%_Bubble,0,42
21,100.0000,1.0000,63.0000,25,100,100%_Bubble,0,42
22,100.0000,1.0000,62.0000,27,100,100%_Bubble,0,42
23,100.0000,0.0000,61.0000,27,100,100%_Bubble,0,42
24,100.0000,1.0000,62.0000,27,100,100%_Bubble,0,42
25,100.0000,1.0000,67.0000,25,100,100%_Bubble,0,42
26,100.0000,0.0000,63.0000,27,100,100%_Bubble,0,42
27,100.0000,0.0000,63.0000,27,100,100%_Bubble,0,42
28,100.0000,0.0000,69.0000,23,100,100%_Bubble,0,42
29,100.0000,0.0000,66.0000,22,100,100%_Bubble,0,42
30,100.0000,0.0000,67.0000,26,100,100%_Bubble,0,42
31,100.0000,0.0000,66.0000,26,100,100%_Bubble,0,42
32,100.0000,0.0000,67.0000,25,100,100%_Bubble,0,42
33,100.0000,0.0000,66.0000,24,100,100%_Bubble,0,42
34,100.0000,0.0000,67.0000,26,100,100%_Bubble,0,42
35,100.0000,0.0000,66.0000,21,100,100%_Bubble,0,42
36,100.0000,0.0000,69.0000,21,100,100%_Bubble,0,42
37,100.0000,0.0000,67.0000,19,100,100%_Bubble,0,42
38,100.0000,0.0000,65.0000,23,100,100%_Bubble,0,42
39,100.0000,1.0000,68.0000,25,100,100%_Bubble,0,42
40,100.0000,0.0000,66.0000,25,100,100%_Bubble,0,42
41,100.0000,0.0000,65.0000,27,100,100%_Bubble,0,42
42,100.0000,0.0000,68.0000,24,100,100%_Bubble,0,42
43,100.0000,0.0000,66.0000,21,100,100%_Bubble,0,42
44,100.0000,0.0000,63.0000,28,100,100%_Bubble,0,42
45,100.0000,0.0000,66.0000,29,100,100%_Bubble,0,42
46,100.0000,0.0000,66.0000,26,100,100%_Bubble,0,42
47,100.0000,1.0000,70.0000,26,100,100%_Bubble,0,42
48,100.0000,2.0000,70.0000,17,100,100%_Bubble,0,42
49,100.0000,2.0000,73.0000,23,100,100%_Bubble,0,42
50,100.0000,2.0000,71.0000,21,100,100%_Bubble,0,42
51,100.0000,1.0000,70.0000,21,100,100%_Bubble,0,42
52,100.0000,1.0000,70.0000,22,100,100%_Bubble,0,42
53,100.0000,1.0000,72.0000,21,100,100%_Bubble,0,42
54,100.0000,1.0000,69.0000,24,100,100%_Bubble,0,42
55,100.0000,1.0000,72.0000,25,100,100%_Bubble,0,42
56,100.0000,1.0000,72.0000,20,100,100%_Bubble,0,42
57,100.0000,1.0000,72.0000,20,100,100%_Bubble,0,42
58,100.0000,2.0000,71.0000,20,100,100%_Bubble,0,42
59,100.0000,1.0000,74.0000,21,100,100%_Bubble,0,42
60,100.0000,2.0000,76.0000,16,100,100%_Bubble,0,42
61,100.0000,2.0000,73.0000,20,100,100%_Bubble,0,42
62,100.0000,4.0000,74.0000,20,100,100%_Bubble,0,42
63,100.0000,5.0000,72.0000,21,100,100%_Bubble,0,42
64,100.0000,4.0000,69.0000,22,100,100%_Bubble,0,42
65,100.0000,4.0000,68.0000,24,100,100%_Bubble,0,42
66,100.0000,4.0000,72.0000,23,100,100%_Bubble,0,42
67,100.0000,4.0000,71.0000,19,100,100%_Bubble,0,42
68,100.0000,4.0000,70.0000,23,100,100%_Bubble,0,42
69,100.0000,5.0000,69.0000,21,100,100%_Bubble,0,42
70,100.0000,6.0000,70.0000,24,100,100%_Bubble,0,42
71,100.0000,5.0000,71.0000,23,100,100%_Bubble,0,42
72,100.0000,4.0000,72.0000,20,100,100%_Bubble,0,42
73,100.0000,6.0000,73.0000,16,100,100%_Bubble,0,42
74,100.0000,6.0000,75.0000,16,100,100%_Bubble,0,42
75,100.0000,7.0000,76.0000,17,100,100%_Bubble,0,42
76,100.0000,8.0000,72.0000,14,100,100%_Bubble,0,42
77,100.0000,6.0000,72.0000,23,100,100%_Bubble,0,42
78,100.0000,8.0000,72.0000,22,100,100%_Bubble,0,42
79,100.0000,8.0000,71.0000,18,100,100%_Bubble,0,42
80,100.0000,7.0000,72.0000,20,100,100%_Bubble,0,42
81,100.0000,11.0000,73.0000,21,100,100%_Bubble,0,42
82,100.0000,14.0000,72.0000,22,100,100%_Bubble,0,42
83,100.0000,11.0000,74.0000,22,100,100%_Bubble,0,42
84,100.0000,9.0000,70.0000,18,100,100%_Bubble,0,42
85,100.0000,9.0000,73.0000,24,100,100%_Bubble,0,42
86,100.0000,10.0000,77.0000,16,100,100%_Bubble,0,42
87,100.0000,9.0000,75.0000,18,100,100%_Bubble,0,42
88,100.0000,10.0000,76.0000,18,100,100%_Bubble,0,42
89,100.0000,9.0000,78.0000,17,100,100%_Bubble,0,42
90,100.0000,9.0000,76.0000,18,100,100%_Bubble,0,42
91,100.0000,8.0000,79.0000,19,100,100%_Bubble,0,42
92,100.0000,9.0000,79.0000,12,100,100%_Bubble,0,42
93,100.0000,10.0000,80.0000,18,100,100%_Bubble,0,42
94,100.0000,11.0000,84.0000,13,100,100%_Bubble,0,42
95,100.0000,13.0000,83.0000,7,100,100%_Bubble,0,42
96,100.0000,10.0000,81.0000,14,100,100%_Bubble,0,42
97,100.0000,11.0000,83.0000,14,100,100%_Bubble,0,42
98,100.0000,11.0000,81.0000,14,100,100%_Bubble,0,42
99,100.0000,10.0000,79.0000,15,100,100%_Bubble,0,42
100,100.0000,11.0000,82.0000,13,100,100%_Bubble,0,42
101,100.0000,10.0000,86.0000,10,100,100%_Bubble,0,42
102,100.0000,11.0000,83.0000,9,100,100%_Bubble,0,42
103,100.0000,12.0000,82.0000,12,100,100%_Bubble,0,42
104,100.0000,11.0000,84.0000,14,100,100%_Bubble,0,42
105,100.0000,12.0000,83.0000,11,100,100%_Bubble,0,42
106,100.0000,15.0000,83.0000,12,100,100%_Bubble,0,42
107,100.0000,18.0000,84.0000,14,100,100%_Bubble,0,42
108,100.0000,24.0000,86.0000,12,100,100%_Bubble,0,42
109,100.0000,27.0000,88.0000,10,100,100%_Bubble,0,42
110,100.0000,29.0000,86.0000,9,100,100%_Bubble,0,42
111,100.0000,39.0000,88.0000,13,100,100%_Bubble,0,42
112,100.0000,46.0000,89.0000,9,100,100%_Bubble,0,42
113,100.0000,54.0000,92.0000,7,100,100%_Bubble,0,42
114,100.0000,59.0000,93.0000,6,100,100%_Bubble,0,42
115,100.0000,64.0000,94.0000,6,100,100%_Bubble,0,42
116,100.0000,68.0000,96.0000,4,100,100%_Bubble,0,42
117,100.0000,69.0000,95.0000,3,100,100%_Bubble,0,42
118,100.0000,71.0000,95.0000,5,100,100%_Bubble,0,42
119,100.0000,73.0000,96.0000,2,100,100%_Bubble,0,42
120,100.0000,74.0000,95.0000,4,100,100%_Bubble,0,42
121,100.0000,76.0000,95.0000,4,100,100%_Bubble,0,42
122,100.0000,79.0000,96.0000,3,100,100%_Bubble,0,42
123,100.0000,82.0000,96.0000,4,100,100%_Bubble,0,42
124,100.0000,86.0000,97.0000,4,100,100%_Bubble,0,42
125,100.0000,86.0000,97.0000,1,100,100%_Bubble,0,42
126,100.0000,88.0000,97.0000,3,100,100%_Bubble,0,42
127,100.0000,89.0000,97.0000,2,100,100%_Bubble,0,42
128,100.0000,90.0000,97.0000,2,100,100%_Bubble,0,42
129,100.0000,92.0000,98.0000,1,100,100%_Bubble,0,42
130,100.0000,92.0000,98.0000,1,100,100%_Bubble,0,42
131,100.0000,95.0000,99.0000,2,100,100%_Bubble,0,42
132,100.0000,96.0000,99.0000,1,100,100%_Bubble,0,42
133,100.0000,97.0000,99.0000,1,100,100%_Bubble,0,42
134,100.0000,98.0000,99.0000,1,100,100%_Bubble,0,42
135,100.0000,100.0000,100.0000,1,100,100%_Bubble,0,42
136,100.0000,100.0000,100.0000,0,100,100%_Bubble,0,42
137,100.0000,100.0000,100.0000,0,100,100%_Bubble,0,42
138,100.0000,100.0000,100.0000,0,100,100%_Bubble,0,42
0,100.0000,1.0000,50.0000,0,100,100%_Bubble,0,123
1,100.0000,1.0000,56.0000,31,100,100%_Bubble,0,123
2,100.0000,0.0000,55.0000,28,100,100%_Bubble,0,123
3,100.0000,0.0000,57.0000,29,100,100%_Bubble,0,123
4,100.0000,1.0000,58.0000,27,100,100%_Bubble,0,123
5,100.0000,2.0000,59.0000,30,100,100%_Bubble,0,123
6,100.0000,2.0000,58.0000,27,100,100%_Bubble,0,123
7,100.0000,0.0000,61.0000,29,100,100%_Bubble,0,123
8,100.0000,0.0000,59.0000,24,100,100%_Bubble,0,123
9,100.0000,1.0000,60.0000,29,100,100%_Bubble,0,123
10,100.0000,2.0000,62.0000,27,100,100%_Bubble,0,123
11,100.0000,0.0000,62.0000,29,100,100%_Bubble,0,123
12,100.0000,1.0000,60.0000,30,100,100%_Bubble,0,123
13,100.0000,0.0000,59.0000,31,100,100%_Bubble,0,123
14,100.0000,0.0000,63.0000,30,100,100%_Bubble,0,123
15,100.0000,0.0000,59.0000,27,100,100%_Bubble,0,123
16,100.0000,2.0000,60.0000,29,100,100%_Bubble,0,123
17,100.0000,0.0000,65.0000,25,100,100%_Bubble,0,123
18,100.0000,0.0000,61.0000,23,100,100%_Bubble,0,123
19,100.0000,0.0000,65.0000,25,100,100%_Bubble,0,123
20,100.0000,0.0000,70.0000,23,100,100%_Bubble,0,123
21,100.0000,1.0000,66.0000,22,100,100%_Bubble,0,123
22,100.0000,0.0000,69.0000,24,100,100%_Bubble,0,123
23,100.0000,0.0000,65.0000,26,100,100%_Bubble,0,123
24,100.0000,0.0000,68.0000,21,100,100%_Bubble,0,123
25,100.0000,0.0000,66.0000,24,100,100%_Bubble,0,123
26,100.0000,1.0000,69.0000,24,100,100%_Bubble,0,123
27,100.0000,1.0000,71.0000,16,100,100%_Bubble,0,123
28,100.0000,1.0000,68.0000,21,100,100%_Bubble,0,123
29,100.0000,1.0000,67.0000,22,100,100%_Bubble,0,123
30,100.0000,3.0000,68.0000,22,100,100%_Bubble,0,123
31,100.0000,2.0000,64.0000,19,100,100%_Bubble,0,123
32,100.0000,1.0000,63.0000,20,100,100%_Bubble,0,123
33,100.0000,3.0000,65.0000,25,100,100%_Bubble,0,123
34,100.0000,2.0000,67.0000,19,100,100%_Bubble,0,123
35,100.0000,1.0000,63.0000,26,100,100%_Bubble,0,123
36,100.0000,2.0000,63.0000,29,100,100%_Bubble,0,123
37,100.0000,2.0000,63.0000,27,100,100%_Bubble,0,123
38,100.0000,0.0000,62.0000,27,100,100%_Bubble,0,123
39,100.0000,1.0000,68.0000,26,100,100%_Bubble,0,123
40,100.0000,0.0000,65.0000,21,100,100%_Bubble,0,123
41,100.0000,0.0000,62.0000,22,100,100%_Bubble,0,123
42,100.0000,0.0000,64.0000,28,100,100%_Bubble,0,123
43,100.0000,0.0000,67.0000,25,100,100%_Bubble,0,123
44,100.0000,0.0000,65.0000,22,100,100%_Bubble,0,123
45,100.0000,0.0000,64.0000,20,100,100%_Bubble,0,123
46,100.0000,0.0000,63.0000,25,100,100%_Bubble,0,123
47,100.0000,0.0000,65.0000,25,100,100%_Bubble,0,123
48,100.0000,0.0000,67.0000,22,100,100%_Bubble,0,123
49,100.0000,0.0000,66.0000,20,100,100%_Bubble,0,123
50,100.0000,1.0000,64.0000,26,100,100%_Bubble,0,123
51,100.0000,1.0000,67.0000,25,100,100%_Bubble,0,123
52,100.0000,2.0000,64.0000,30,100,100%_Bubble,0,123
53,100.0000,3.0000,68.0000,28,100,100%_Bubble,0,123
54,100.0000,1.0000,68.0000,21,100,100%_Bubble,0,123
55,100.0000,1.0000,66.0000,21,100,100%_Bubble,0,123
56,100.0000,3.0000,68.0000,26,100,100%_Bubble,0,123
57,100.0000,3.0000,70.0000,24,100,100%_Bubble,0,123
58,100.0000,4.0000,65.0000,23,100,100%_Bubble,0,123
59,100.0000,2.0000,67.0000,29,100,100%_Bubble,0,123
60,100.0000,2.0000,66.0000,27,100,100%_Bubble,0,123
61,100.0000,2.0000,67.0000,23,100,100%_Bubble,0,123
62,100.0000,2.0000,67.0000,26,100,100%_Bubble,0,123
63,100.0000,2.0000,68.0000,23,100,100%_Bubble,0,123
64,100.0000,2.0000,70.0000,24,100,100%_Bubble,0,123
65,100.0000,1.0000,68.0000,21,100,100%_Bubble,0,123
