trial,seed,step,ede_aggregation_pct,ede_sortedness_pct,levin_aggregation_pct,levin_sortedness_pct,aggregation_delta,architecture_differs
0,42,0,70.0000,2.0000,75.0000,2.0000,5.0000,true
0,42,1,70.0000,1.0000,79.0000,1.0000,9.0000,true
0,42,2,70.0000,1.0000,84.0000,0.0000,14.0000,true
0,42,3,70.0000,1.0000,79.0000,0.0000,9.0000,true
0,42,4,70.0000,1.0000,82.0000,0.0000,12.0000,true
0,42,5,70.0000,2.0000,86.0000,0.0000,16.0000,true
0,42,6,70.0000,1.0000,84.0000,0.0000,14.0000,true
0,42,7,70.0000,1.0000,80.0000,0.0000,10.0000,true
0,42,8,70.0000,0.0000,85.0000,0.0000,15.0000,true
0,42,9,70.0000,0.0000,80.0000,1.0000,10.0000,true
0,42,10,70.0000,0.0000,80.0000,1.0000,10.0000,true
0,42,11,70.0000,0.0000,85.0000,1.0000,15.0000,true
0,42,12,70.0000,0.0000,85.0000,1.0000,15.0000,true
0,42,13,70.0000,0.0000,79.0000,3.0000,9.0000,true
0,42,14,70.0000,0.0000,85.0000,2.0000,15.0000,true
0,42,15,70.0000,2.0000,90.0000,2.0000,20.0000,true
0,42,16,70.0000,2.0000,97.0000,2.0000,27.0000,true
0,42,17,70.0000,3.0000,89.0000,3.0000,19.0000,true
0,42,18,70.0000,3.0000,89.0000,3.0000,19.0000,true
0,42,19,70.0000,2.0000,86.0000,4.0000,16.0000,true
0,42,20,70.0000,2.0000,85.0000,4.0000,15.0000,true
0,42,21,70.0000,2.0000,83.0000,4.0000,13.0000,true
0,42,22,70.0000,1.0000,78.0000,5.0000,8.0000,true
0,42,23,70.0000,1.0000,79.0000,5.0000,9.0000,true
0,42,24,70.0000,3.0000,76.0000,5.0000,6.0000,true
0,42,25,70.0000,3.0000,77.0000,5.0000,7.0000,true
0,42,26,70.0000,3.0000,79.0000,5.0000,9.0000,true
0,42,27,70.0000,3.0000,82.0000,7.0000,12.0000,true
0,42,28,70.0000,5.0000,82.0000,7.0000,12.0000,true
0,42,29,70.0000,4.0000,75.0000,6.0000,5.0000,true
0,42,30,70.0000,3.0000,81.0000,7.0000,11.0000,true
0,42,31,70.0000,2.0000,82.0000,7.0000,12.0000,true
0,42,32,70.0000,2.0000,90.0000,8.0000,20.0000,true
0,42,33,70.0000,2.0000,82.0000,8.0000,12.0000,true
0,42,34,70.0000,2.0000,85.0000,8.0000,15.0000,true
0,42,35,70.0000,3.0000,82.0000,9.0000,12.0000,true
0,42,36,70.0000,3.0000,89.0000,9.0000,19.0000,true
0,42,37,70.0000,3.0000,87.0000,9.0000,17.0000,true
0,42,38,70.0000,3.0000,85.0000,9.0000,15.0000,true
0,42,39,70.0000,3.0000,88.0000,10.0000,18.0000,true
0,42,40,70.0000,2.0000,84.0000,9.0000,14.0000,true
0,42,41,70.0000,2.0000,91.0000,8.0000,21.0000,true
0,42,42,70.0000,3.0000,87.0000,8.0000,17.0000,true
0,42,43,70.0000,3.0000,82.0000,9.0000,12.0000,true
0,42,44,70.0000,3.0000,84.0000,9.0000,14.0000,true
